node,in_degree,out_degree,degree,betweenness,closeness,eigenvector,pagerank
32,1,1,2,0.0001285760205721633,0.004357298474945533,1.0570937145319286e-17,0.0018272352464333201
33,2,1,3,0.015429122468659594,0.01700601189092238,3.452258060903685e-07,0.0035561595520645214
34,1,1,2,0.009450337512054001,0.0058823529411764705,2.5650276398492554e-05,0.003802652755408798
35,2,3,5,0.0033072609736062,0.017412323828253033,0.005483324486778141,0.0024627991193473743
36,3,1,4,0.0009214614807671703,0.024025779960758324,0.00430976437680465,0.005027902248066074
37,1,1,2,0.005496624879459981,0.012885494003426614,-5.163482899286941e-19,0.0036239403229158455
38,1,1,2,0.0010286081645773065,0.0032679738562091504,0.0003406767136764778,0.0013140980463217003
39,1,1,2,0.03355834136933462,0.02382976311912048,0.019678631771531105,0.0030573945276263837
40,1,1,2,0.0002678667095253402,0.00644316612028618,0.0,0.004342467968253638
41,1,1,2,0.0015429122468659595,0.006495849873691808,0.0,0.0034948382271517337
42,1,1,2,0.004435872709739634,0.005602240896358543,8.5887940789016e-15,0.0032168980601043735
43,1,1,2,0.012911175399121396,0.013457647349957058,7.461191667321604e-13,0.002583271547860825
44,0,1,1,0.0,0.0,0.0,0.0007103496626675249
45,1,1,2,0.0017143469409621772,0.006535947712418301,0.0,0.003018646862612759
46,5,2,7,0.0159077109896782,0.029006279006279008,0.40623934030739206,0.007804968397313929
47,1,3,4,0.011968284581592202,0.01841740336280118,0.004093874395161833,0.004054542947323171
48,1,1,2,0.0001607200257152041,0.0054466230936819175,0.0,0.0029490876823652797
49,1,0,1,0.0,0.01179328655129102,-5.052336688643577e-18,0.004544831715986047
50,1,0,1,0.0,0.021608643457382955,0.0004651225977061186,0.004965114701467755
51,1,1,2,0.009321761491481837,0.019631185807656396,0.0005150009229323479,0.0032324387896500214
52,1,1,2,0.0011786135219114969,0.013787476868943766,3.3420286518815287e-17,0.0019440604965150676
53,1,1,2,0.0017679202828672451,0.006565126050420168,0.0,0.0027157898637133818
54,3,2,5,0.00908603878709954,0.02337733773377338,0.0058475606183027405,0.0035286974551585206
55,1,1,2,0.005657344905175185,0.015816993464052288,1.0572733525142351e-10,0.003513639007362754
56,1,1,2,0.0030429658202078646,0.005228758169934641,4.923241665043217e-16,0.002634043186534359
57,2,3,5,0.019104253723347262,0.016973268708232358,3.601773476589106e-11,0.009893852552119567
58,1,1,2,0.005100182149362477,0.005718954248366013,3.5381947228070586e-14,0.0034445996989539277
59,3,1,4,0.0009428908175291974,0.020811833505331955,0.0007487153805681245,0.003510965043912641
60,0,1,1,0.0,0.0,7.800413326927011e-05,0.0007103496626675249
61,1,1,2,0.017773849066038072,0.023057725694444444,0.019913083371848824,0.002966711335190043
62,1,0,1,0.0,0.01728633165470195,3.0322304756135925e-12,0.0036974709400069733
63,1,1,2,0.0009428908175291974,0.006455915699613178,0.0,0.004087050366916223
64,1,1,2,0.006750241080038573,0.01733502831387958,7.337329018970428e-06,0.0038118764406746275
65,2,3,5,0.004071573984785171,0.00904977375565611,0.001409873731366067,0.0024684664210555983
66,1,1,2,0.0008357441337190613,0.020622811126726003,0.0007448514144316231,0.0013937197780271985
67,1,1,2,0.025715204114432656,0.00628456510809452,0.061958182415376886,0.004708773886058349
68,2,1,3,0.008555662702239366,0.008896151053013798,1.02490656076804e-11,0.004837693363880763
69,1,1,2,0.0340940747883853,0.025415283533672846,0.08117424105937579,0.0027621244603481857
70,3,3,6,0.02087217400621451,0.027680083365898136,0.33589917829716104,0.004733365923445403
71,1,1,2,0.011786135219114967,0.013905049199166845,9.33893406182211e-16,0.0024247003525201954
72,1,1,2,0.006364513018322083,0.0058823529411764705,6.02347074624172e-13,0.003802652755408798
73,0,1,1,0.0,0.0,1.9558311898612304e-17,0.0007103496626675249
74,1,1,2,0.00040715739847851706,0.004357298474945533,3.3666841323047178e-18,0.0018272352464333201
75,1,1,2,0.000600021429336762,0.013257912047958465,1.7762357533781918e-18,0.002362665771435694
76,1,1,2,0.0018857816350583948,0.02419425386470713,0.0084067869853382,0.005053670335493355
77,1,1,2,0.001607200257152041,0.005602240896358543,0.0,0.0032168980601043735
78,1,0,1,0.0,0.022630644206447444,0.0009867989836447766,0.0049852477069234
79,1,2,3,0.0023679417122040073,0.006654067249389716,0.0,0.0038804152240934507
80,1,1,2,0.0007071681131468981,0.0032679738562091504,1.5125441639464765e-12,0.0013140980463217003
81,1,1,2,0.00017143469409621772,0.006535947712418301,0.0,0.003018646862612759
82,1,1,2,0.03242258652094718,0.021305037790150357,0.0011565069802981166,0.0035216967805003297
83,1,0,1,0.0,0.0032679738562091504,0.0,0.0013140980463217003
84,1,1,2,0.004971606128790313,0.012464244957242155,5.457605719303119e-18,0.0037905131819248638
85,1,1,2,0.0,0.01293893717372745,7.156285502763546e-14,0.0030763302976984683
86,1,1,2,0.01180220722168649,0.02129045185853121,0.011768592455424502,0.0038184211136274844
87,1,1,2,0.00021429336762027214,0.0032679738562091504,2.2528844402220134e-17,0.0013140980463217003
88,1,1,2,0.011571841851494695,0.013235294117647059,2.1850650984334266e-16,0.0027711282994752335
89,1,0,1,0.0,0.004357298474945533,0.0,0.0018272352464333201
90,1,1,2,0.0004500160720025715,0.006603328616670035,0.0,0.00235946721276562
91,2,2,4,0.007907425265188043,0.014394881819797407,7.564263167393035e-17,0.002903130441603759
92,1,1,2,0.007939569270331083,0.010732653037532361,3.2104258449572837e-12,0.00413614795601785
93,0,1,1,0.0,0.0,-4.502731839033666e-18,0.0007103496626675249
94,1,1,2,0.0020786456659166396,0.004357298474945533,0.011573610501735611,0.0018272352464333201
95,1,1,2,0.005743062252223294,0.005809731299927378,1.460302959738305e-13,0.003638167425573788
96,1,1,2,0.0037501339333547625,0.0054466230936819175,2.0855320725026027e-15,0.0029490876823652797
97,1,2,3,0.001392906889531769,0.004357298474945533,6.259620932858041e-12,0.0018272352464333201
98,2,2,4,0.012343297974927676,0.01827485380116959,0.2092409652083665,0.002610101913822267
99,1,1,2,0.001800064288010286,0.006603328616670035,0.0,0.00235946721276562
100,1,1,2,0.00017143469409621772,0.005228758169934641,0.0,0.002634043186534359
101,1,1,2,0.00442515804135862,0.01208907225660367,-3.1715981721069265e-18,0.003932063581755272
102,1,1,2,0.004414443372977606,0.005228758169934641,2.147707117074281e-08,0.002634043186534359
103,1,1,2,0.0020893603342976535,0.004901960784313725,2.3559098247767476e-16,0.0022633673959172825
104,3,3,6,0.01823636558448516,0.014701906715646518,3.834701803208423e-15,0.006050471706411228
105,1,0,1,0.0,0.006440671506697918,0.0,0.004411724302805342
106,1,1,2,0.0012857602057216328,0.006471235358830001,0.0,0.003838593476840799
107,1,1,2,2.1429336762027214e-05,0.0032679738562091504,0.0,0.0013140980463217003
108,1,2,3,0.0008571734704810886,0.0054466230936819175,4.8791968232876584e-17,0.0029490876823652797
109,1,2,3,0.001800064288010286,0.005718954248366013,0.0,0.0034445996989539277
110,1,1,2,0.009514625522340083,0.023916371315203886,1.0305430741874061e-10,0.005607130941627757
111,1,1,2,0.016105932354726953,0.022834730281538793,0.012808446014943601,0.005560864632136616
112,0,1,1,0.0,0.0,0.0,0.0007103496626675249
113,1,1,2,0.022500803600128575,0.0062388591800356516,0.00021399583363484423,0.004600893476573154
114,1,1,2,0.0001607200257152041,0.004901960784313725,0.0,0.0022633673959172825
115,3,1,4,0.011705775206257369,0.022856835538345704,0.00658602085013682,0.0036564497567586974
116,2,3,5,0.016684524447301688,0.022066458982346833,0.007894311720327634,0.005887717966927317
117,1,1,2,0.007510982535090539,0.011824821252701994,1.8869359672381766e-13,0.003906942082895092
118,2,2,4,0.013832636879888567,0.014151015597495828,2.2387983803597076e-13,0.005566780689263926
119,3,2,5,0.02199542840815743,0.026953323186199897,0.3348538902245861,0.0045810850639284185
120,1,1,2,0.01767741705060895,0.024853801169590645,0.08123035469406725,0.002656072314482309
121,1,1,2,0.007982427943855137,0.023091116353182478,2.4982892525047866e-11,0.005476825176405051
122,1,3,4,0.027777777777777776,0.019481114778144484,0.2555868714960795,0.005580652643287774
123,1,1,2,0.00600021429336762,0.013361624528125025,4.780367268656427e-17,0.0034279165977518073
124,1,1,2,0.023336547733847638,0.006251776072747939,0.0008827315634222189,0.004620815594994851
125,1,1,2,0.01131468981035037,0.005991285403050108,0.00043645424793465546,0.004061184497255883
126,1,1,2,0.015043394406943104,0.006069094304388422,2.5528107402084425e-09,0.004248155153228506
127,2,1,3,0.01485053037608486,0.016973268708232358,6.439581721721251e-15,0.0050852311189939475
128,1,2,3,0.012214721954355513,0.016662974040840443,3.4523186296924054e-07,0.0024956873813490685
129,1,0,1,0.0,0.004901960784313725,0.0,0.0022633673959172825
130,1,1,2,2.1429336762027214e-05,0.004357298474945533,0.0,0.0018272352464333201
131,1,1,2,0.01131468981035037,0.016140218145135866,8.372373285191146e-08,0.0017708218333829778
132,1,1,2,0.010393228329583198,0.01566396638465201,2.0424737149178246e-08,0.0022152440428729768
133,2,1,3,0.009450337512054001,0.02643676426579353,5.479647025661071e-09,0.004230267395532285
134,0,1,1,0.0,0.0,0.0,0.0007103496626675249
135,1,3,4,0.007005607343119397,0.01894952737649367,0.005346982614039013,0.001595198829835119
136,1,1,2,0.0001285760205721633,0.005602240896358543,0.0,0.0032168980601043735
137,2,1,3,0.006482374370513232,0.013903826884715443,6.12221126033344e-17,0.0031973346952334923
138,1,1,2,7.500267866709524e-05,0.0032679738562091504,0.0,0.0013140980463217003
139,1,0,1,0.0,0.005809731299927378,0.0,0.003638167425573788
140,1,1,2,0.010800385728061716,0.0058823529411764705,8.817093850207058e-12,0.003802652755408798
141,1,1,2,0.008828886745955212,0.014030730328014114,1.6987912033574454e-11,0.004351032110607262
142,1,1,2,0.01986499517839923,0.006191950464396284,3.0488447114832747e-06,0.0045186366427076505
143,1,2,3,0.004928747455266259,0.014083569612502162,1.7536475414792248e-09,0.0038524450493999493
144,1,1,2,7.500267866709524e-05,0.005718954248366013,0.0,0.0034445996989539277
145,0,1,1,0.0,0.0,0.0,0.0007103496626675249
146,2,1,3,0.0068681024322297226,0.013954927621549004,3.916190331455965e-15,0.0033865471144536126
147,1,1,2,0.0021429336762027215,0.006953135864274788,0.0,0.0033437483223896377
148,1,1,2,0.0032572591878281365,0.02100229985364568,3.558625699950542e-13,0.005194121330801653
149,1,1,2,0.0006214507660987892,0.004357298474945533,0.0,0.0018272352464333201
150,1,1,2,0.001639344262295082,0.020410885805763074,8.599138434931334e-14,0.005124257657947492
151,1,1,2,0.0003214400514304082,0.0032679738562091504,0.0,0.0013140980463217003
152,1,0,1,0.0,0.019862446943581805,1.9702234667720073e-14,0.005073123090734813
153,0,1,1,0.0,0.0,0.0,0.0007103496626675249
154,1,1,2,0.0015643415836279866,0.004357298474945533,3.655303060436805e-17,0.0018272352464333201
155,0,1,1,0.0,0.0,6.981968929547524e-11,0.0007103496626675249
156,1,0,1,0.0,0.014072478724518028,3.398369080462741e-10,0.004433566169616545
157,1,1,2,0.0011357548483874424,0.0032679738562091504,3.0493182371208575e-10,0.0013140980463217003
158,1,1,2,0.0022500803600128574,0.004357298474945533,1.2619452745374362e-09,0.0018272352464333201
159,1,1,2,0.007628843887281688,0.018013654081442367,3.0266439337236517e-05,0.0036502306508827474
160,1,1,2,0.008486017357762776,0.018773879482554646,0.0001248488854282097,0.003458650949213613
161,1,1,2,0.010393228329583198,0.005941770647653001,0.00010580724027603603,0.0039424525323076345
162,2,1,3,0.010136076288438873,0.02060522987256852,0.0021243757980805903,0.0029676264091047975
163,2,1,3,0.02748848173149041,0.023849607182940515,0.00455886611932106,0.006113496208183114
164,1,3,4,0.02646523090110361,0.006293875574921327,0.25557714045802243,0.004708773886058349
165,1,1,2,0.0005785920925747348,0.004901960784313725,-2.7851313480537423e-18,0.0022633673959172825
166,1,1,2,0.0004928747455266259,0.012998181728831883,4.4881608784114144e-17,0.003372992946426167
167,1,1,2,0.0007071681131468981,0.0032679738562091504,1.1781062630901392e-16,0.0013140980463217003
168,1,1,2,0.0009643201542912246,0.013616557734204792,1.470812832939993e-16,0.0031331069004210733
169,1,1,2,0.013982642237222757,0.012306484032852788,2.1829614991693238e-14,0.0031298177733155214
170,1,1,2,0.007082395799849994,0.013164452418585444,1.1406258902833142e-14,0.003588623117497023
171,1,0,1,0.0,0.012792345854004251,-2.8212220280595938e-18,0.002718474233345612
172,1,0,1,0.0,0.005809731299927378,0.0,0.003638167425573788
173,1,1,2,0.007296689167470266,0.012458729196145813,4.583002591712149e-14,0.003760685332049571
174,1,1,2,0.021643630129647488,0.006224712107065048,5.187785133176514e-05,0.0045777165820504884
175,1,1,2,0.031201114325511623,0.0193854523662378,6.796911343505479e-05,0.0038596395337876137
176,1,1,2,0.020765027322404372,0.006209150326797386,1.2576466621284964e-05,0.0045506149809342
177,1,1,2,0.030558234222650808,0.01858879752617893,1.6483495152137124e-05,0.003996105930570847
178,1,1,2,0.01894353369763206,0.006172839506172839,7.391149163412772e-07,0.004480721948030571
179,1,2,3,0.029208186006643093,0.017239293727441225,1.0788225699813404e-06,0.004202078968930051
180,1,0,1,0.0,0.012087873275999082,1.7368851571545958e-16,0.004626559477952813
181,1,1,2,0.014550519661416478,0.01646058137744748,8.369122305787676e-08,0.003732440000649707
182,1,1,2,0.016050573234758385,0.006100217864923747,1.0530329339356042e-08,0.004321130684893468
183,1,1,2,0.013650487517411335,0.015964201889640223,2.0288810092006604e-08,0.0038819647202834678
184,1,1,2,0.012729026036644166,0.015510611024070645,4.918506383514177e-09,0.004008548652149492
185,1,1,2,0.011786135219114967,0.015094567465169286,1.1923668722190017e-09,0.004115731266985348
186,1,1,2,0.012964748741026464,0.005991285403050108,1.5002786507017175e-10,0.004061184497255883
187,1,1,2,0.011893281902925105,0.005941770647653001,3.637044197948501e-11,0.0039424525323076345
188,1,1,2,0.009836065573770491,0.014358108108108107,7.007502886106343e-11,0.004284861616719407
189,1,1,2,0.007393121182899389,0.005602240896358543,1.2561085218110523e-13,0.0032168980601043735
190,1,1,2,0.005678774241937212,0.013179811287999287,2.4202930108175487e-13,0.004491848752259272
191,1,1,2,0.006214507660987892,0.0054466230936819175,3.0448418282392905e-14,0.0029490876823652797
192,1,1,2,0.004585878067073824,0.012932952879273612,5.8682183677089e-14,0.0045248528117602105
193,1,1,2,0.005014464802314368,0.005228758169934641,7.382140251065931e-15,0.002634043186534359
194,1,1,2,0.0034715525554484088,0.012701648470117805,1.4228687293404797e-14,0.004557059304289785
195,1,1,2,0.003792992606878817,0.004901960784313725,1.8060442836480435e-15,0.0022633673959172825
196,1,1,2,0.0023357977070609663,0.01248450076708068,3.4511338566989644e-15,0.004584932604733336
197,1,1,2,0.0025500910746812386,0.004357298474945533,4.4202014692657415e-16,0.0018272352464333201
198,1,1,2,0.0011786135219114969,0.012280274428612025,8.122259615227682e-16,0.004602682240158322
199,1,1,2,0.0012857602057216328,0.0032679738562091504,9.756438175844028e-17,0.0013140980463217003
200,0,1,1,0.0,0.0,2.745935539925407e-17,0.0007103496626675249
201,1,1,2,0.0026572377584913745,0.011176237992231294,3.651405410463089e-18,0.004241657456098759
202,1,1,2,0.0007393121182899389,0.006450590186323285,0.0,0.004184179107805188
203,0,1,1,0.0,0.0,3.463546406622021e-13,0.0007103496626675249
204,1,0,1,0.0,0.006513409961685823,0.0,0.0032760893304476205
205,1,1,2,0.0001285760205721633,0.004357298474945533,0.0,0.0018272352464333201
206,1,1,2,0.0001285760205721633,0.005602240896358543,0.0,0.0032168980601043735
207,2,2,4,0.01426122361512911,0.012994588516410147,8.892999508713216e-14,0.005691641361087144
208,1,2,3,0.015064823743705132,0.015220361864309117,2.4835859702322057e-15,0.005032773668734969
209,1,2,3,0.0020572163291546126,0.004901960784313725,1.8757645700033557e-15,0.0022633673959172825
210,1,1,2,0.0013714775527697417,0.010699936782600063,1.6320051663644025e-18,0.004378345696553565
211,1,1,2,0.0020250723240115716,0.010927201546161851,-5.1132509146302945e-18,0.004315642796410195
212,0,1,1,0.0,0.0,-7.582386167701907e-18,0.0007103496626675249
213,1,1,2,0.029893924783027964,0.017877739331026526,4.021212243517495e-06,0.00410942486886324
214,1,1,2,0.011898639237115613,0.01992498827941866,0.04481235041914085,0.003955359161906197
215,1,1,2,0.01600950033929783,0.024646253769427046,0.04804553547483332,0.0057081361148225256
216,2,1,3,0.003685845923068681,0.02774963793401019,0.14307527115038,0.005179599480949414
217,1,3,4,0.004071573984785171,0.005228758169934641,0.1969715021461432,0.002634043186534359
218,1,1,2,0.0027965284474445514,0.025819722461009453,0.03468457389765144,0.005111506291260734
219,1,1,2,0.003085824493731919,0.004901960784313725,0.04775019866807478,0.0022633673959172825
220,1,1,2,0.00326797385620915,0.011450217249486111,2.8203669188538593e-17,0.004154666722761074
221,1,1,2,0.0038572806171648984,0.011752952929423518,5.583847400867916e-18,0.004052395755652084
222,1,1,2,0.0023143683702989393,0.0067226890756302525,0.0,0.003729655302859034
223,1,1,2,0.005303760848601736,0.014871116986120292,4.2573772650369154e-10,0.0036969210348152728
224,0,1,1,0.0,0.0,1.2028919285956317e-05,0.0007103496626675249
225,1,0,1,0.0,0.019303729628133988,8.059288767489693e-05,0.0021426815064221495
226,1,0,1,0.0,0.012467969340873944,2.4739767952215692e-17,0.0035776751016006673
227,0,1,1,0.0,0.0,4.206648128047275e-17,0.0007103496626675249
228,1,1,2,7.500267866709524e-05,0.0032679738562091504,0.0,0.0013140980463217003
229,1,1,2,0.0010500375013393337,0.0032679738562091504,5.253532754823932e-05,0.0013140980463217003
230,3,1,4,0.011871852566163079,0.019643187280458496,0.001921563554745776,0.003934767117191696
231,2,3,5,0.009096753455480552,0.021741354614282792,0.0025043626476169054,0.002411891464870629
232,1,0,1,0.0,0.019835724839105503,0.00017143201158751297,0.0036942687431615285
233,1,1,2,1.0714668381013607e-05,0.0032679738562091504,0.0,0.0013140980463217003
234,1,1,2,0.03300117861352191,0.02247530154749881,0.004770584177422423,0.0033083468880225246
235,1,2,3,0.012214721954355513,0.006033182503770739,0.0018003712226428653,0.0041622090303900065
236,1,1,2,0.027584913746919532,0.02219089390142022,0.015242451459005893,0.005906206962575811
237,0,1,1,0.0,0.0,0.0,0.0007103496626675249
238,1,1,2,0.000953605485910211,0.02280671446258386,0.002031385151043338,0.005004527289654595
239,1,1,2,0.0017036322725811636,0.013039401366607249,1.5381840778432584e-17,0.00442604230063621
240,1,3,4,0.01107896710596807,0.012173615933163597,8.383338473714363e-17,0.003316325931376769
241,1,1,2,0.0007285974499089253,0.005228758169934641,2.771842152514892e-17,0.002634043186534359
242,1,2,3,0.012734383370834672,0.015220361864309117,1.2508352996574e-11,0.003513639007362754
243,2,2,4,0.008609236044144434,0.018765477205374904,1.3242822286757268e-11,0.007028898308868579
244,1,1,2,0.0001607200257152041,0.004901960784313725,0.0,0.0022633673959172825
245,1,1,2,0.00017143469409621772,0.005228758169934641,0.0,0.002634043186534359
246,1,3,4,0.0030858244937319195,0.004901960784313725,0.0008970063848543143,0.0022633673959172825
247,3,2,5,0.0027643844423015105,0.021276350915953236,0.0014566637754384539,0.002294307332111129
248,1,1,2,0.017036322725811636,0.006127450980392157,4.3437546962550165e-08,0.004383065655679385
249,1,1,2,0.0009321761491481839,0.020225097397912558,0.00035198288818890966,0.0016852892068989853
250,1,1,2,0.027681345762348656,0.02074790080062488,0.06201130207295246,0.005730130694977189
251,1,1,2,3.214400514304082e-05,0.011941667312511301,7.156285502763546e-14,0.0031298177733155214
252,3,2,5,0.03749062466516661,0.02729608220937701,0.3348432700850112,0.00482930673620891
253,1,1,2,0.02415086253080467,0.006263616557734204,0.0036412625415477317,0.004638124995137221
254,1,1,2,0.010821815064823744,0.014711651062307828,2.8905905709377416e-10,0.004206950284573928
255,1,0,1,0.0,0.025740079489374734,0.07691022960204405,0.0020509079554685943
256,0,1,1,0.0,0.0,0.0878095655944687,0.0007103496626675249
257,0,1,1,0.0,0.0,0.0,0.0007103496626675249
258,1,0,1,0.0,0.0058823529411764705,0.0,0.001634362531766387
259,1,1,2,0.0014143362262937962,0.004357298474945533,4.8741097459519274e-17,0.0018272352464333201
260,1,1,2,0.0007178827815279117,0.0032679738562091504,-1.522346334871427e-17,0.0013140980463217003
261,0,1,1,0.0,0.0,1.1515389135124962e-19,0.0007103496626675249
262,1,1,2,0.0006964534447658845,0.01049178536662892,3.487819862087245e-19,0.004431707802221071
263,1,1,2,0.0023143683702989393,0.004901960784313725,1.4010011936386528e-16,0.0022633673959172825
264,2,1,3,0.01429872495446266,0.025415620141131443,0.0028676546549840825,0.00427556388093602
265,3,2,5,0.01817743490838958,0.023658427967045204,0.006165011346842331,0.0042253521360837
266,1,2,3,0.007037751348262438,0.020145999241562382,0.0030246188986123904,0.002082777241937203
267,1,1,2,0.004928747455266259,0.01617551504032412,4.312124593371147e-07,0.004066321576040977
268,1,1,2,0.011336119147112396,0.012664895017836195,8.623206480147445e-17,0.003065853925214044
269,2,1,3,0.012514732669023892,0.025819173728300317,1.7535284291123377e-09,0.005942921750504962
270,1,1,2,7.500267866709524e-05,0.0032679738562091504,2.155041439700188e-17,0.0013140980463217003
271,1,1,2,0.0069645344476588445,0.005941770647653001,2.484659971017898e-12,0.0039424525323076345
272,1,1,2,0.0014250508946748097,0.006482080011491777,0.0,0.003680677936633313
273,0,1,1,0.0,0.0,0.0,0.0007103496626675249
274,1,1,2,0.03182256509161041,0.02028397565922921,0.0002803660848134658,0.0037030767671215963
275,1,0,1,0.0,0.0032679738562091504,0.0,0.0013140980463217003
276,1,2,3,8.571734704810886e-05,0.005809731299927378,0.0,0.002174258544120656
277,1,0,1,0.0,0.004357298474945533,0.0,0.0018272352464333201
278,1,1,2,0.007800278581377906,0.013726759312139096,4.118280426902212e-12,0.004407018416634554
279,1,1,2,0.009686060216436301,0.005809731299927378,2.137493304931243e-12,0.003638167425573788
280,1,1,2,0.008550305368048858,0.005718954248366013,5.181818104446639e-13,0.0034445996989539277
281,1,1,2,0.0020357869923925856,0.01480595584954196,6.142329949227469e-09,0.0043213126248919705
282,1,1,2,0.0010286081645773063,0.014424160468785216,1.4842100670407147e-09,0.004381857380697445
283,1,1,2,0.003021536483445837,0.015221832890597814,2.5341916879277204e-08,0.004249957193871634
284,1,1,2,0.0001285760205721633,0.004357298474945533,0.0,0.0018272352464333201
285,1,1,2,0.00546448087431694,0.0054466230936819175,8.859285150723231e-08,0.0029490876823652797
286,1,1,2,0.0033429765348762454,0.004901960784313725,5.206511615311675e-09,0.0022633673959172825
287,1,1,2,0.0058502089360334296,0.01672564369794065,1.778748944236349e-06,0.003949338545357723
288,1,1,2,0.003985856637737062,0.01567648690091677,1.0453643286951252e-07,0.004165751631757072
289,1,1,2,0.006750241080038573,0.013443810359964883,9.983558481549563e-13,0.0044536391454132705
290,1,1,2,0.011025393764063002,0.024821668561976637,4.2509839618877227e-10,0.005761025739585441
291,1,1,2,0.0011571841851494697,0.005228758169934641,0.0,0.002634043186534359
292,2,1,3,0.0020250723240115716,0.007154213036565978,0.0,0.003098271413219518
293,1,1,2,0.004853744776599164,0.021641902961203847,1.4682127745007596e-12,0.005272910734808119
294,1,1,2,0.001392906889531769,0.0054466230936819175,0.0,0.0029490876823652797
295,1,1,2,0.000900032144005143,0.004901960784313725,0.0,0.0022633673959172825
296,1,1,2,0.014014786242365799,0.006033182503770739,6.188640849315756e-10,0.0041622090303900065
297,1,1,2,0.0014143362262937962,0.01434647933247373,5.840264113352022e-16,0.002849886924780057
298,1,1,2,0.001392906889531769,0.004357298474945533,4.603387428497482e-16,0.0018272352464333201
299,1,1,2,0.006428801028608164,0.022335787291830462,6.056451093290387e-12,0.005365542442303223
300,1,1,2,0.008486017357762776,0.005809731299927378,6.218257631489115e-06,0.003638167425573788
301,0,1,1,0.0,0.0,0.0,0.0007103496626675249
302,1,1,2,0.0027429551055394834,0.005228758169934641,9.248511346679736e-16,0.002634043186534359
303,1,1,2,0.0001607200257152041,0.0054466230936819175,0.0,0.0029490876823652797
304,0,1,1,0.0,0.0,0.0012555069274016882,0.0007103496626675249
305,1,1,2,7.500267866709524e-05,0.005718954248366013,0.0,0.0034445996989539277
306,1,0,1,0.0,0.010300502255895122,9.354158586456792e-18,0.004477584540637965
